Orientation Trunk AP,Orientation Thigh AP,Orientation Shank AP,Orientation Trunk ML,Orientation Thigh ML,Orientation Shank ML,Angle Hip,Angle Knee,Angle Ankle,Hyperextend Hip,Hyperextend Knee,Ang Velocity Knee,Ang Velocity Hip,Ang Velocity Ankle,STS Phase,Horiz Disp,Verti Disp,Horiz Vel,Verti Vel,Trunk Jerk - Ang,Thigh Jerk - Ang,Shank Jerk - Ang,Tri Osc,,
27.06426,-21.42743,12.59645,1.02263,9.78708,0.85518,48.49169,8.83098,0.00000,0.00000,0.00000,0.90866,2.27514,0.07968,3.00000,0.48453,0.87347,0.10031,0.64378,11.59784,32.40657,6.16494,0.82000,,
28.28299,-22.34628,12.71759,0.94161,10.19991,1.00638,50.62927,9.62869,0.00000,0.00000,0.00000,0.79772,2.13758,0.12113,3.00000,0.48561,0.86710,0.10854,0.63719,2.99297,11.48541,8.33170,0.81000,,
29.33806,-23.21439,12.84466,0.88380,10.60099,1.14562,52.55245,10.36973,0.00000,0.00000,0.00000,0.74103,1.92318,0.12708,3.00000,0.48643,0.86113,0.08156,0.59668,6.78335,33.45952,22.15329,0.80000,,
30.32673,-24.09978,12.97658,0.82372,11.00142,1.32173,54.42651,11.12320,0.00000,0.00000,0.00000,0.75347,1.87406,0.13192,3.00000,0.48705,0.85512,0.06233,0.60154,1.89697,16.29605,20.77402,0.79000,,
31.27167,-25.04257,13.11529,0.78818,11.49093,1.49520,56.31424,11.92728,0.00000,0.00000,0.00000,0.80407,1.88773,0.13871,3.00000,0.48745,0.84886,0.04033,0.62560,5.15786,8.47184,10.51876,0.78000,,
32.12395,-26.01940,13.25191,0.74428,12.02215,1.67391,58.14335,12.76749,0.00000,0.00000,0.00000,0.84021,1.82911,0.13662,3.00000,0.48756,0.84261,0.01080,0.62469,1.66677,2.90485,21.05529,0.77000,,
32.87442,-27.02561,13.44038,0.71323,12.60305,1.82944,59.90003,13.58523,0.00000,0.00000,0.00000,0.81774,1.75668,0.18846,3.00000,0.48751,0.83636,0.00550,0.62549,10.69624,4.89521,18.14722,0.76000,,
33.61305,-28.02989,13.68104,0.67466,13.29092,2.00850,61.64294,14.34885,0.00000,0.00000,0.00000,0.76362,1.74291,0.24066,3.00000,0.48757,0.82990,0.00585,0.64579,3.58464,8.98839,9.18887,0.75000,,
34.36135,-29.03965,13.91686,0.63759,14.03495,2.20658,63.40100,15.12278,0.00000,0.00000,0.00000,0.77393,1.75805,0.23582,3.00000,0.48763,0.82322,0.00616,0.66805,2.45757,15.58438,7.70461,0.74000,,
35.10055,-30.03705,14.14916,0.58898,14.96755,2.42692,65.13760,15.88789,0.00000,0.00000,0.00000,0.76510,1.73661,0.23230,4.00000,0.48769,0.81645,0.00652,0.67706,14.32494,32.91367,19.30847,0.73000,,
35.98196,-30.93528,14.37927,0.51946,15.92173,2.65015,66.91724,16.55601,0.00000,0.00000,0.00000,0.66812,1.77963,0.23010,4.00000,0.48827,0.80937,0.05822,0.70782,7.32093,13.99999,18.88091,0.72000,,
36.95147,-31.74889,14.61311,0.43403,16.87331,2.75181,68.70036,17.13578,0.00000,0.00000,0.00000,0.57977,1.78313,0.23384,4.00000,0.48923,0.80212,0.09524,0.72477,8.66378,25.05115,41.58042,0.71000,,
37.90603,-32.55072,14.84631,0.33919,17.95251,2.83680,70.45676,17.70441,0.00000,0.00000,0.00000,0.56863,1.75639,0.23320,4.00000,0.49016,0.79482,0.09318,0.73040,2.25657,13.52368,4.01819,0.70000,,
38.86769,-33.38309,15.08710,0.23630,18.95413,2.89792,72.25078,18.29599,0.00000,0.00000,0.00000,0.59158,1.79402,0.24079,4.00000,0.49105,0.78719,0.08907,0.76298,21.88947,12.69791,7.68185,0.69000,,
39.64752,-34.21955,15.35378,0.11937,20.02192,2.93658,73.86707,18.86578,0.00000,0.00000,0.00000,0.56979,1.61629,0.26668,4.00000,0.49161,0.78008,0.05623,0.71132,19.95422,21.71608,3.01247,0.68000,,
40.00000,-35.11523,15.62493,0.01204,20.98312,2.99590,75.48369,19.49030,0.00000,0.00000,0.00000,0.62452,1.61662,0.27115,4.00000,0.49119,0.77432,0.04183,0.57621,1.90458,19.84408,7.67010,0.67000,,
40.00000,-36.04434,15.88973,0.10261,21.95167,3.03656,77.18370,20.15461,0.00000,0.00000,0.00000,0.66431,1.70001,0.26480,4.00000,0.48999,0.76975,0.12037,0.45609,1.82714,16.57522,7.25014,0.66000,,
40.00000,-37.04903,16.15710,0.20890,22.89613,3.09096,78.91782,20.89193,0.00000,0.00000,0.00000,0.73732,1.73412,0.26737,4.00000,0.48866,0.76474,0.13248,0.50122,1.74967,25.21404,8.09800,0.65000,,
40.00000,-38.04430,16.45255,0.32139,23.88934,3.18493,80.67693,21.59176,0.00000,0.00000,0.00000,0.69983,1.75911,0.29545,4.00000,0.48745,0.75961,0.12122,0.51312,33.19807,6.21588,6.67964,0.64000,,
40.00000,-38.94466,16.77871,0.44250,24.99155,3.30600,82.04108,22.16595,0.00000,0.00000,0.00000,0.57419,1.36415,0.32616,4.00000,0.48652,0.75477,0.09300,0.48429,30.29711,11.93065,16.36489,0.63000,,
40.00000,-39.88807,17.10027,0.56128,25.97681,3.37512,83.36880,22.78780,0.00000,0.00000,0.00000,0.62185,1.32772,0.32157,4.00000,0.48552,0.74963,0.10021,0.51398,7.99598,45.19146,5.22510,0.62000,,
40.00000,-40.68393,17.46125,0.62720,26.94852,3.39284,84.51821,23.22268,0.00000,0.00000,0.00000,0.43489,1.14941,0.36097,4.00000,0.48491,0.74505,0.06073,0.45793,8.02303,47.10767,10.75833,0.61000,,
40.00000,-41.45799,17.82913,0.65729,27.87190,3.38947,85.44019,23.62886,0.00000,0.00000,0.00000,0.40617,0.92198,0.36789,4.00000,0.48438,0.74049,0.05343,0.45595,12.29892,7.41380,8.69281,0.60000,,
40.00000,-42.25330,18.20437,0.65634,28.90986,3.43617,86.31934,24.04893,0.00000,0.00000,0.00000,0.42007,0.87915,0.37523,4.00000,0.48384,0.73573,0.05398,0.47559,10.78623,30.70206,9.00267,0.59000,,
40.00000,-43.12377,18.60452,0.64803,29.96395,3.44422,87.18385,24.51925,0.00000,0.00000,0.00000,0.47032,0.86450,0.40015,4.00000,0.48324,0.73046,0.05979,0.52726,15.87849,14.06284,10.28016,0.58000,,
40.00000,-44.09708,19.00224,0.63715,31.01311,3.43216,88.13018,25.09484,0.00000,0.00000,0.00000,0.57559,0.94633,0.39772,4.00000,0.48248,0.72456,0.07657,0.59023,1.21894,22.89844,10.14983,0.57000,,
40.00000,-45.05927,19.40968,0.62835,32.01384,3.42787,89.04289,25.64958,0.00000,0.00000,0.00000,0.55475,0.91271,0.40744,4.00000,0.48178,0.71859,0.06968,0.59688,1.12400,5.03691,10.90726,0.56000,,
40.00000,-46.03658,19.77184,0.61801,33.04971,3.41846,89.98842,26.26474,0.00000,0.00000,0.00000,0.61516,0.94553,0.36216,4.00000,0.48097,0.71253,0.08065,0.60614,7.09513,7.81085,10.04200,0.55000,,
40.00000,-46.99942,20.12733,0.60957,33.93056,3.42340,90.85913,26.87209,0.00000,0.00000,0.00000,0.60735,0.87071,0.35550,4.00000,0.48020,0.70646,0.07707,0.60681,6.46646,11.31581,14.79552,0.54000,,
40.00000,-47.95154,20.48358,0.60052,34.86884,3.41702,91.71224,27.46796,0.00000,0.00000,0.00000,0.59588,0.85311,0.35625,4.00000,0.47948,0.70035,0.07242,0.61058,7.25523,9.24012,9.54448,0.53000,,
40.00000,-48.91966,20.83009,0.59944,35.68123,3.40222,92.52316,28.08957,0.00000,0.00000,0.00000,0.62160,0.81092,0.34651,4.00000,0.47873,0.69408,0.07465,0.62700,9.52824,22.64327,4.90397,0.52000,,
40.00000,-49.98455,21.17724,0.61139,36.28560,3.39286,93.26181,28.80731,0.00000,0.00000,0.00000,0.71774,0.73865,0.34715,4.00000,0.47786,0.68715,0.08698,0.69299,16.01958,23.18305,3.45914,0.51000,,
40.00000,-51.04809,21.51317,0.62991,36.86788,3.41593,93.97578,29.53492,0.00000,0.00000,0.00000,0.72761,0.71397,0.33593,5.00000,0.47700,0.68015,0.08592,0.70057,1.54189,8.32104,4.24615,0.50000,,
40.00000,-52.10245,21.84787,0.64913,37.50314,3.43299,94.69899,30.25458,0.00000,0.00000,0.00000,0.71966,0.72321,0.33470,5.00000,0.47619,0.67310,0.08123,0.70534,1.44265,7.69788,4.38144,0.49000,,
40.00000,-53.14705,22.16205,0.65640,38.14277,3.44070,95.39841,30.98501,0.00000,0.00000,0.00000,0.73042,0.69942,0.31418,5.00000,0.47538,0.66605,0.08110,0.70485,7.78780,43.75611,3.11290,0.48000,,
40.00000,-53.93803,22.42150,0.65732,39.18565,3.42293,95.88870,31.51653,0.00000,0.00000,0.00000,0.53152,0.49029,0.25945,5.00000,0.47484,0.66059,0.05391,0.54520,7.09467,39.94872,6.19118,0.47000,,
40.00000,-54.61876,22.66580,0.64954,40.38897,3.38917,96.27516,31.95296,0.00000,0.00000,0.00000,0.43643,0.38646,0.24431,5.00000,0.47444,0.65581,0.03976,0.47863,1.07092,4.15089,0.57835,0.46000,,
40.00000,-55.36814,22.91499,0.63648,41.44978,3.33034,96.72400,32.45315,0.00000,0.00000,0.00000,0.50019,0.44884,0.24919,5.00000,0.47398,0.65054,0.04669,0.52699,9.31437,28.35870,2.29480,0.45000,,
40.00000,-56.10869,23.15332,0.63357,42.24116,3.28962,97.10564,32.95538,0.00000,0.00000,0.00000,0.50223,0.38165,0.23833,5.00000,0.47351,0.64530,0.04617,0.52364,8.51408,25.88491,2.03014,0.44000,,
40.00000,-56.92559,23.39419,0.64794,42.86372,3.25671,97.54218,33.53140,0.00000,0.00000,0.00000,0.57603,0.43653,0.24088,5.00000,0.47297,0.63953,0.05398,0.57764,5.15582,6.09643,8.96477,0.43000,,
40.00000,-57.69801,23.58566,0.67101,43.51085,3.25565,97.99644,34.11235,0.00000,0.00000,0.00000,0.58095,0.45427,0.19147,5.00000,0.47240,0.63410,0.05747,0.54225,2.69875,10.95152,5.08221,0.42000,,
39.99820,-58.53048,23.70069,0.69017,44.02941,3.26113,98.52869,34.82980,0.00000,0.00000,0.00000,0.71745,0.53224,0.11503,5.00000,0.47158,0.62844,0.08145,0.56629,1.89987,3.65948,6.27311,0.41000,,
39.72023,-59.32968,23.78237,0.69380,44.68027,3.26361,99.04991,35.54731,0.00000,0.00000,0.00000,0.71751,0.52122,0.08169,5.00000,0.47019,0.62415,0.13915,0.42865,1.71891,10.48124,3.42049,0.40000,,
39.42867,-60.16049,23.86193,0.70528,45.19398,3.26639,99.58916,36.29855,0.00000,0.00000,0.00000,0.75125,0.53925,0.07956,5.00000,0.46875,0.61967,0.14421,0.44858,1.63368,10.55449,1.89014,0.39000,,
39.14980,-60.94018,23.93295,0.70544,45.85591,3.26701,100.08998,37.00723,0.00000,0.00000,0.00000,0.70868,0.50082,0.07102,5.00000,0.46740,0.61544,0.13518,0.42285,16.81611,14.86222,2.89908,0.38000,,
38.67226,-61.69513,23.97605,0.70572,46.38022,3.29467,100.36739,37.71908,0.00000,0.00000,0.00000,0.71185,0.27740,0.04309,5.00000,0.46562,0.61219,0.17812,0.32484,15.37053,14.97438,2.11958,0.37000,,
38.14015,-62.38222,23.98357,0.70131,47.01392,3.32823,100.52237,38.39865,0.00000,0.00000,0.00000,0.67957,0.15498,0.00752,5.00000,0.46373,0.60965,0.18871,0.25427,4.12441,5.86509,1.02928,0.36000,,
37.65004,-62.98259,23.98056,0.69147,47.71618,3.35603,100.63263,39.00203,0.00000,0.00000,0.00000,0.60338,0.11026,0.00301,5.00000,0.46201,0.60750,0.17165,0.21444,1.92611,16.78800,2.75530,0.35000,,
37.09124,-63.44299,23.97429,0.64518,48.66943,3.37883,100.53423,39.46869,0.00000,0.00000,0.00000,0.46666,0.09840,0.00627,5.00000,0.46030,0.60654,0.17096,0.09606,5.90061,22.93708,0.84597,0.34000,,
36.55896,-63.85538,23.96059,0.58889,49.69192,3.40529,100.41434,39.89479,0.00000,0.00000,0.00000,0.42610,0.11989,0.01370,5.00000,0.45869,0.60579,0.16190,0.07542,1.50480,4.04389,0.70420,0.33000,,
36.00193,-64.33339,23.95326,0.54163,50.68955,3.42881,100.33531,40.38013,0.00000,0.00000,0.00000,0.48534,0.07903,0.00733,5.00000,0.45696,0.60463,0.17287,0.11635,0.85194,33.85838,2.26697,0.32000,,
35.43415,-64.95167,23.91961,0.49927,51.29405,3.43122,100.38582,41.03206,0.00000,0.00000,0.00000,0.65193,0.05051,0.03365,5.00000,0.45500,0.60256,0.19600,0.20675,9.63208,8.93429,1.86748,0.31000,,
34.71813,-65.78928,23.85847,0.41892,51.33883,3.41933,100.50742,41.93081,0.00000,0.00000,0.00000,0.89875,0.12160,0.06114,5.00000,0.45243,0.59952,0.25654,0.30358,11.00746,23.64089,1.32929,0.30000,,
33.97623,-66.58779,23.80118,0.32050,51.43042,3.41513,100.56402,42.78661,0.00000,0.00000,0.00000,0.85580,0.05660,0.05729,5.00000,0.44987,0.59676,0.25616,0.27651,6.28514,6.47888,0.63679,0.29000,,
33.20631,-67.41159,23.72502,0.21317,51.42443,3.41408,100.61790,43.68657,0.00000,0.00000,0.00000,0.89996,0.05389,0.07616,5.00000,0.44719,0.59387,0.26817,0.28836,1.43820,25.96683,3.03856,0.28000,,
32.35635,-68.02692,23.60480,0.05910,51.87759,3.41741,100.38327,44.42213,0.00000,0.00000,0.00000,0.73555,0.23463,0.12022,5.00000,0.44443,0.59276,0.27631,0.11185,6.48174,4.52920,3.29691,0.27000,,
31.52742,-68.43891,23.48293,0.09269,52.72889,3.42027,99.96633,44.95599,0.00000,0.00000,0.00000,0.53386,0.41694,0.12187,5.00000,0.44189,0.59293,0.25393,0.01702,2.26347,7.80590,6.55613,0.26000,,
30.67945,-68.69373,23.35820,0.27189,53.93297,3.42189,99.37318,45.33553,0.00000,0.00000,0.00000,0.37955,0.59315,0.12473,5.00000,0.43943,0.59421,0.24599,0.12808,3.38415,20.51091,3.86531,0.25000,,
29.81116,-68.92764,23.24301,0.47695,55.19602,3.40147,98.73880,45.68462,0.00000,0.00000,0.00000,0.34909,0.63438,0.11519,5.00000,0.43695,0.59560,0.24807,0.13975,4.28094,17.07641,9.99780,0.24000,,
28.90443,-69.19116,23.13974,0.68982,56.15079,3.38127,98.09560,46.05142,0.00000,0.00000,0.00000,0.36679,0.64320,0.10327,5.00000,0.43436,0.59680,0.25837,0.11994,2.18952,15.69397,1.18502,0.23000,,
28.01614,-69.45629,23.03415,0.90476,57.11204,3.36283,97.47243,46.42213,0.00000,0.00000,0.00000,0.37072,0.62316,0.10559,5.00000,0.43180,0.59786,0.25630,0.10543,4.30845,24.69490,2.38244,0.22000,,
27.07502,-69.82394,22.93635,1.11633,57.76003,3.35974,96.89896,46.88760,0.00000,0.00000,0.00000,0.46546,0.57347,0.09781,5.00000,0.42903,0.59823,0.27719,0.03738,3.35600,7.30731,1.71443,0.21000,,
26.06735,-70.38367,22.84424,1.33113,57.81557,3.38227,96.45102,47.53944,0.00000,0.00000,0.00000,0.65184,0.44794,0.09211,5.00000,0.42594,0.59731,0.30906,0.09265,6.87414,24.01140,3.94264,0.20000,,
25.04292,-70.95174,22.75310,1.55647,57.83692,3.40684,95.99466,48.19865,0.00000,0.00000,0.00000,0.65921,0.45636,0.09114,5.00000,0.42279,0.59625,0.31438,0.10598,0.63761,3.57208,0.81198,0.19000,,
24.02663,-71.51487,22.66840,1.77988,57.94589,3.43055,95.54150,48.84647,0.00000,0.00000,0.00000,0.64783,0.45316,0.08470,5.00000,0.41968,0.59506,0.31126,0.11806,3.76504,5.78923,1.91814,0.18000,,
22.98823,-71.97912,22.58328,2.00229,58.15640,3.46141,94.96735,49.39584,0.00000,0.00000,0.00000,0.54936,0.57416,0.08511,5.00000,0.41658,0.59454,0.30996,0.05266,2.80204,5.21616,2.44490,0.17000,,
21.95095,-72.40022,22.49591,2.22105,58.40604,3.52833,94.35117,49.90431,0.00000,0.00000,0.00000,0.50848,0.61618,0.08737,5.00000,0.41350,0.59421,0.30810,0.03302,0.71354,20.85957,1.27624,0.16000,,
20.91666,-72.65601,22.43248,2.45338,58.92993,3.60484,93.57267,50.22353,0.00000,0.00000,0.00000,0.31922,0.77850,0.06343,5.00000,0.41059,0.59490,0.29076,0.06918,1.32142,9.15596,4.74600,0.15000,,
19.88751,-72.71671,22.39535,2.69394,59.61366,3.63354,92.60421,50.32135,0.00000,0.00000,0.00000,0.09782,0.96846,0.03713,5.00000,0.40789,0.59683,0.27056,0.19260,0.68853,13.42440,1.82877,0.14000,,
18.86764,-72.77718,22.36525,2.93857,60.00000,3.63527,91.64482,50.41193,0.00000,0.00000,0.00000,0.09058,0.95939,0.03010,5.00000,0.40520,0.59861,0.26819,0.17813,0.62660,2.35404,4.11849,0.13000,,
17.86370,-72.78812,22.33785,3.18035,60.00000,3.63377,90.65182,50.45027,0.00000,0.00000,0.00000,0.03834,0.99300,0.02740,5.00000,0.40259,0.60060,0.26146,0.19953,0.41883,4.99410,1.33867,0.12000,,
16.85208,-72.79535,22.31258,3.41960,60.00000,3.62802,89.64743,50.48277,0.00000,0.00000,0.00000,0.03249,1.00439,0.02527,5.00000,0.39995,0.60253,0.26408,0.19250,3.15529,6.02922,4.72781,0.11000,,
15.83540,-72.75842,22.29281,3.62975,60.00000,3.60393,88.59381,50.46560,0.00000,0.00000,0.00000,0.01717,1.05362,0.01977,5.00000,0.39733,0.60466,0.26224,0.21337,3.12381,7.34648,3.01312,0.10000,,
14.83190,-72.73305,22.26889,3.83135,60.00000,3.59666,87.56494,50.46416,0.00000,0.00000,0.00000,0.00144,1.02887,0.02392,5.00000,0.39471,0.60659,0.26198,0.19273,5.05467,4.17578,1.40654,0.09000,,
13.85453,-72.68870,22.23878,4.01957,60.00000,3.59853,86.54323,50.44991,0.00000,0.00000,0.00000,0.01424,1.02171,0.03011,5.00000,0.39214,0.60852,0.25649,0.19320,1.43052,6.78814,0.57237,0.08000,,
12.93728,-72.68129,22.19736,4.16342,60.00000,3.61657,85.61858,50.48393,0.00000,0.00000,0.00000,0.03402,0.92465,0.04142,5.00000,0.38967,0.61002,0.24733,0.15010,5.14199,1.94974,3.44410,0.07000,,
12.01348,-72.70504,22.15301,4.30859,60.00000,3.64602,84.71852,50.55203,0.00000,0.00000,0.00000,0.06810,0.90005,0.04435,5.00000,0.38714,0.61122,0.25289,0.11984,0.62200,2.33931,1.67138,0.06000,,
11.09354,-72.76807,22.10636,4.44158,60.00000,3.65673,83.86162,50.66172,0.00000,0.00000,0.00000,0.10969,0.85690,0.04665,5.00000,0.38458,0.61204,0.25612,0.08203,0.31906,6.41232,0.79071,0.05000,,
10.16665,-72.84342,22.04564,4.57077,60.00000,3.65922,83.01007,50.79778,0.00000,0.00000,0.00000,0.13605,0.85155,0.06071,5.00000,0.38195,0.61272,0.26293,0.06782,3.71632,3.10940,1.46450,0.04000,,
9.27329,-72.92579,21.98261,4.68554,60.00000,3.65447,82.19907,50.94318,0.00000,0.00000,0.00000,0.14540,0.81100,0.06304,0.00000,0.37939,0.61322,0.25586,0.05037,3.65513,4.33823,1.07139,0.03000,,
8.38645,-73.01042,21.91679,4.80353,60.00000,3.65522,81.39687,51.09363,0.00000,0.00000,0.00000,0.15045,0.80220,0.06582,0.00000,0.37683,0.61362,0.25554,0.03994,3.56542,4.16114,1.12922,0.02000,,
7.52907,-73.09038,21.85213,4.91583,60.00000,3.65039,80.61945,51.23824,0.00000,0.00000,0.00000,0.14461,0.77743,0.06466,0.00000,0.37436,0.61394,0.24765,0.03194,1.30668,3.87652,0.79195,0.01000,,
6.72773,-73.17871,21.78378,5.03302,60.00000,3.64429,79.90644,51.39493,0.00000,0.00000,0.00000,0.15669,0.71301,0.06836,0.00000,0.37201,0.61408,0.23471,0.01435,1.91987,2.93481,0.76935,0.00000,,
5.97757,-73.24303,21.71883,5.15597,60.00000,3.63446,79.22061,51.52420,0.00000,0.00000,0.00000,0.12927,0.68583,0.06495,0.00000,0.36982,0.61429,0.21895,0.02058,1.29949,3.62664,1.01358,0.01000,,
5.28047,-73.29925,21.64974,5.28931,60.00000,3.62508,78.57972,51.64951,0.00000,0.00000,0.00000,0.12530,0.64089,0.06909,0.00000,0.36777,0.61447,0.20553,0.01808,2.75123,4.62622,1.11721,0.02000,,
4.60296,-73.34614,21.57733,5.42241,60.00000,3.60192,77.94910,51.76881,0.00000,0.00000,0.00000,0.11930,0.63062,0.07241,0.00000,0.36576,0.61466,0.20066,0.01921,1.21904,3.25963,0.73371,0.03000,,
3.93952,-73.40211,21.50371,5.55731,60.00000,3.57363,77.34164,51.89841,0.00000,0.00000,0.00000,0.12960,0.60746,0.07363,0.00000,0.36378,0.61473,0.19802,0.00709,1.54118,6.65473,0.89152,0.04000,,
3.26982,-73.48256,21.43745,5.69097,60.00000,3.54326,76.75238,52.04511,0.00000,0.00000,0.00000,0.14671,0.58926,0.06626,0.00000,0.36178,0.61456,0.19977,0.01714,0.98300,0.70313,1.09390,0.05000,,
2.60394,-73.62702,21.36648,5.82316,60.00000,3.50699,76.23096,52.26054,0.00000,0.00000,0.00000,0.21542,0.52142,0.07096,0.00000,0.35974,0.61388,0.20442,0.06804,0.96058,1.05049,1.31914,0.06000,,
1.93482,-73.80462,21.30425,5.95786,60.00000,3.44187,75.73944,52.50037,0.00000,0.00000,0.00000,0.23983,0.49152,0.06223,0.00000,0.35768,0.61289,0.20550,0.09922,0.89927,6.52805,1.15619,0.07000,,
1.26698,-73.98685,21.24053,6.09159,60.00000,3.36629,75.25384,52.74632,0.00000,0.00000,0.00000,0.24595,0.48560,0.06372,0.00000,0.35562,0.61182,0.20576,0.10742,1.75720,1.10059,0.40390,0.08000,,
0.60124,-74.15270,21.17688,6.23276,60.00000,3.30104,74.75394,52.97582,0.00000,0.00000,0.00000,0.22950,0.49990,0.06365,0.00000,0.35358,0.61081,0.20401,0.10055,5.16307,4.55031,1.47003,0.09000,,
-0.02594,-74.31853,21.10910,6.37014,60.00000,3.24196,74.29259,53.20943,0.00000,0.00000,0.00000,0.23360,0.46135,0.06778,0.00000,0.35164,0.60976,0.19463,0.10465,1.25983,5.29541,0.95490,0.10000,,
-0.60965,-74.47951,21.08722,6.49821,60.00000,3.22971,73.86986,53.39229,0.00000,0.00000,0.00000,0.18286,0.42273,0.02188,0.00000,0.34992,0.60861,0.17159,0.11541,3.22177,1.79112,1.11491,0.11000,,
-1.19395,-74.65811,21.08720,6.62539,60.00000,3.21786,73.46416,53.57092,0.00000,0.00000,0.00000,0.17863,0.40569,0.00002,0.00000,0.34825,0.60724,0.16753,0.13707,1.53740,1.94059,0.05509,0.12000,,
-1.75989,-74.83143,21.08265,6.74225,60.00000,3.20510,73.07154,53.74878,0.00000,0.00000,0.00000,0.17786,0.39262,0.00455,0.00000,0.34662,0.60588,0.16322,0.13571,2.70425,4.55044,0.46648,0.13000,,
-2.31290,-74.93081,21.08646,6.84303,60.00000,3.19767,72.61790,53.84435,0.00000,0.00000,0.00000,0.09557,0.45364,0.00381,0.00000,0.34509,0.60502,0.15288,0.08647,2.09549,0.78223,0.99192,0.14000,,
-2.85902,-74.98923,21.08598,6.93004,60.00000,3.18831,72.13021,53.90325,0.00000,0.00000,0.00000,0.05890,0.48769,0.00048,0.00000,0.34359,0.60443,0.14937,0.05856,1.72573,2.37463,0.24737,0.15000,,
-3.40197,-74.99798,21.09140,7.01298,60.00000,3.18269,71.59601,53.90658,0.00000,0.00000,0.00000,0.00333,0.53420,0.00542,0.00000,0.34215,0.60417,0.14386,0.02648,3.96266,2.65539,0.52027,0.16000,,
-3.91314,-74.98570,21.09311,7.09000,60.00000,3.17656,71.07256,53.89259,0.00000,0.00000,0.00000,0.01398,0.52345,0.00171,0.00000,0.34081,0.60405,0.13488,0.01208,3.60136,3.73358,0.98950,0.17000,,
-4.41100,-74.97682,21.09837,7.16088,60.00000,3.17242,70.56582,53.87845,0.00000,0.00000,0.00000,0.01414,0.50674,0.00526,0.00000,0.33950,0.60387,0.13062,0.01759,7.63589,0.94198,0.89077,0.18000,,
-4.84459,-74.97232,21.10391,7.22629,60.00000,3.16509,70.12773,53.86841,0.00000,0.00000,0.00000,0.01004,0.43809,0.00554,0.00000,0.33836,0.60367,0.11366,0.02015,1.22453,3.72897,0.77429,0.19000,,
-5.18009,-74.97605,21.10913,7.27713,60.00000,3.16403,69.79596,53.86692,0.00000,0.00000,0.00000,0.00149,0.33177,0.00522,0.00000,0.33748,0.60344,0.08814,0.02254,6.37619,3.12171,0.68248,0.20000,,
-5.49750,-74.99354,21.10756,7.32707,60.00000,3.16688,69.49604,53.88598,0.00000,0.00000,0.00000,0.01906,0.29992,0.00157,0.00000,0.33662,0.60313,0.08579,0.03130,1.30442,0.28869,0.07170,0.21000,,
-5.79639,-75.03652,21.09704,7.36756,60.00000,3.17295,69.24014,53.93948,0.00000,0.00000,0.00000,0.05350,0.25591,0.01052,0.00000,0.33578,0.60265,0.08459,0.04803,2.37665,1.70614,0.49938,0.22000,,
-6.10230,-75.09960,21.06990,7.41092,60.00000,3.17897,68.99731,54.02971,0.00000,0.00000,0.00000,0.09023,0.24283,0.02715,0.00000,0.33486,0.60204,0.09167,0.06063,1.27758,1.33709,0.33961,0.23000,,
-6.40516,-75.18070,21.04053,7.45160,60.00000,3.18362,68.77554,54.14017,0.00000,0.00000,0.00000,0.11047,0.22177,0.02937,0.00000,0.33394,0.60130,0.09246,0.07426,1.21384,1.57657,0.15465,0.24000,,
-6.71089,-75.27160,20.99935,7.49861,60.00000,3.18527,68.56071,54.27225,0.00000,0.00000,0.00000,0.13208,0.21483,0.04119,0.00000,0.33297,0.60050,0.09660,0.08014,2.35235,1.61513,0.31067,0.25000,,
-7.01070,-75.35818,20.95469,7.54791,60.00000,3.18483,68.34748,54.40349,0.00000,0.00000,0.00000,0.13123,0.21323,0.04466,0.00000,0.33201,0.59973,0.09552,0.07681,1.43844,2.20550,0.38207,0.26000,,
-7.30442,-75.44636,20.90083,7.60274,60.00000,3.17512,68.14194,54.54552,0.00000,0.00000,0.00000,0.14204,0.20554,0.05386,0.00000,0.33105,0.59897,0.09613,0.07652,1.12942,0.94403,0.31777,0.27000,,
-7.59580,-75.52683,20.84286,7.65212,60.00000,3.15823,67.93103,54.68398,0.00000,0.00000,0.00000,0.13845,0.21091,0.05797,0.00000,0.33009,0.59826,0.09595,0.07075,1.18277,0.86508,0.30815,0.28000,,
-7.88148,-75.61429,20.78952,7.70126,60.00000,3.13695,67.73281,54.82477,0.00000,0.00000,0.00000,0.14080,0.19822,0.05334,0.00000,0.32916,0.59748,0.09369,0.07740,1.47908,1.22987,0.16008,0.29000,,
-8.16359,-75.69582,20.73204,7.74387,60.00000,3.11499,67.53223,54.96378,0.00000,0.00000,0.00000,0.13901,0.20058,0.05747,0.00000,0.32822,0.59676,0.09330,0.07276,0.57177,1.48905,0.26153,0.30000,,
-8.42511,-75.77262,20.67823,7.78210,60.00000,3.09586,67.34751,55.09439,0.00000,0.00000,0.00000,0.13060,0.18472,0.05381,0.00000,0.32736,0.59607,0.08662,0.06906,1.86143,2.63287,1.08660,0.31000,,
-8.66243,-75.77763,20.61860,7.81424,60.00000,3.06901,67.11520,55.15902,0.00000,0.00000,0.00000,0.06464,0.23231,0.05963,0.00000,0.32659,0.59593,0.07724,0.01323,1.11884,1.75474,1.12745,0.32000,,
-8.87044,-75.77891,20.58475,7.84461,60.00000,3.02160,66.90847,55.19416,0.00000,0.00000,0.00000,0.03514,0.20673,0.03386,0.00000,0.32595,0.59580,0.06306,0.01380,1.35438,1.43063,0.69337,0.33000,,
