Orientation Trunk AP,Orientation Thigh AP,Orientation Shank AP,Orientation Trunk ML,Orientation Thigh ML,Orientation Shank ML,Angle Hip,Angle Knee,Angle Ankle,Hyperextend Hip,Hyperextend Knee,Ang Velocity Knee,Ang Velocity Hip,Ang Velocity Ankle,STS Phase,Horiz Disp,Verti Disp,Horiz Vel,Verti Vel,Trunk Jerk - Ang,Thigh Jerk - Ang,Shank Jerk - Ang,Tri Osc,,
40.00000,-63.29865,24.65495,0.24180,52.43330,3.68598,103.87161,38.64370,0.00000,0.00000,0.00000,0.24389,0.02048,0.12108,5.00000,0.46813,0.59429,0.01229,0.27899,3.64247,4.94590,0.74015,0.91000,,
40.00000,-63.66183,24.77384,0.20805,52.87326,3.66413,103.85201,38.88800,0.00000,0.00000,0.00000,0.24430,0.01960,0.11889,5.00000,0.46800,0.59151,0.01213,0.27815,1.29051,3.88328,2.22879,0.92000,,
39.77890,-64.00633,24.89111,0.17108,53.31757,3.65108,103.78523,39.11523,0.00000,0.00000,0.00000,0.22723,0.06678,0.11727,5.00000,0.46745,0.58975,0.05526,0.17570,2.69914,3.41837,2.11181,0.93000,,
39.32705,-64.34689,24.98867,0.15374,53.68759,3.65358,103.67393,39.35822,0.00000,0.00000,0.00000,0.24300,0.11130,0.09756,5.00000,0.46639,0.58899,0.10668,0.07593,3.88410,1.99839,3.39068,0.94000,,
38.88726,-64.66442,25.08477,0.13113,54.02683,3.65738,103.55168,39.57965,0.00000,0.00000,0.00000,0.22143,0.12225,0.09610,5.00000,0.46536,0.58832,0.10227,0.06701,1.77808,3.04393,0.47507,0.95000,,
38.46774,-64.99687,25.17889,0.10862,54.40757,3.66656,103.46461,39.81798,0.00000,0.00000,0.00000,0.23833,0.08707,0.09412,5.00000,0.46436,0.58745,0.10023,0.08714,1.65763,2.86185,1.42449,0.96000,,
38.03745,-65.30801,25.26675,0.08811,54.78006,3.66871,103.34547,40.04127,0.00000,0.00000,0.00000,0.22329,0.11914,0.08785,5.00000,0.46334,0.58676,0.10186,0.06877,4.32534,7.63876,1.29474,0.97000,,
37.60812,-65.62875,25.35050,0.01947,55.01919,3.67091,103.23686,40.27825,0.00000,0.00000,0.00000,0.23698,0.10860,0.08375,5.00000,0.46230,0.58599,0.10375,0.07695,3.95437,6.94164,3.05723,0.98000,,
37.16264,-65.92683,25.42317,0.05796,55.19967,3.65702,103.08948,40.50366,0.00000,0.00000,0.00000,0.22541,0.14738,0.07268,5.00000,0.46123,0.58545,0.10762,0.05433,2.90418,2.15358,2.75996,0.99000,,
36.72239,-66.24451,25.48534,0.12864,55.39106,3.62964,102.96690,40.75918,0.00000,0.00000,0.00000,0.25552,0.12257,0.06216,5.00000,0.46012,0.58475,0.11110,0.06949,1.60055,5.86073,0.50724,0.98000,,
36.23006,-66.57655,25.53848,0.19731,55.42894,3.58492,102.80661,41.03808,0.00000,0.00000,0.00000,0.27890,0.16029,0.05314,5.00000,0.45886,0.58415,0.12596,0.05988,2.49050,4.40262,0.77844,0.97000,,
35.73878,-66.97633,25.57004,0.24719,55.41942,3.53214,102.71512,41.40630,0.00000,0.00000,0.00000,0.36822,0.09149,0.03156,5.00000,0.45748,0.58311,0.13750,0.10484,1.78728,5.02450,1.25091,0.96000,,
35.24014,-67.36776,25.60006,0.30704,55.35821,3.48031,102.60790,41.76770,0.00000,0.00000,0.00000,0.36140,0.10722,0.03003,5.00000,0.45610,0.58212,0.13869,0.09887,2.69195,3.25436,1.07658,0.95000,,
34.73854,-67.76571,25.62987,0.35828,55.28512,3.42803,102.50424,42.13584,0.00000,0.00000,0.00000,0.36814,0.10366,0.02980,5.00000,0.45469,0.58106,0.14006,0.10539,2.56278,3.03368,3.97126,0.94000,,
34.20940,-68.15435,25.65485,0.44475,55.21130,3.39774,102.36375,42.49950,0.00000,0.00000,0.00000,0.36366,0.14050,0.02499,5.00000,0.45323,0.58015,0.14644,0.09078,3.69928,2.87422,3.73942,0.93000,,
33.68803,-68.54691,25.67470,0.53522,55.11694,3.37437,102.23493,42.87220,0.00000,0.00000,0.00000,0.37270,0.12881,0.01985,5.00000,0.45177,0.57917,0.14639,0.09826,1.21879,2.67205,0.42297,0.92000,,
33.16108,-68.92965,25.69204,0.62521,55.13026,3.34518,102.09073,43.23761,0.00000,0.00000,0.00000,0.36541,0.14420,0.01734,5.00000,0.45029,0.57825,0.14744,0.09193,1.80542,21.59744,0.40839,0.91000,,
32.63603,-69.16750,25.69349,0.74346,55.17156,3.32056,101.80353,43.47401,0.00000,0.00000,0.00000,0.23641,0.28720,0.00145,5.00000,0.44891,0.57837,0.13818,0.01162,1.76076,19.68443,3.00300,0.90000,,
32.10928,-69.34526,25.69257,0.85684,55.34122,3.28596,101.45454,43.65269,0.00000,0.00000,0.00000,0.17868,0.34899,0.00092,5.00000,0.44757,0.57890,0.13437,0.05286,2.37954,2.14400,1.82494,0.89000,,
31.57414,-69.56907,25.67050,0.98276,55.51249,3.26203,101.14321,43.89857,0.00000,0.00000,0.00000,0.24587,0.31133,0.02206,5.00000,0.44611,0.57915,0.14569,0.02561,1.96611,7.46314,1.69744,0.88000,,
31.00271,-69.76251,25.62694,1.12412,55.62202,3.23533,100.76523,44.13557,0.00000,0.00000,0.00000,0.23701,0.37798,0.04357,5.00000,0.44454,0.57977,0.15688,0.06198,3.25989,6.75989,0.90626,0.87000,,
30.40508,-69.99696,25.58430,1.26956,55.72544,3.20282,100.40204,44.41267,0.00000,0.00000,0.00000,0.27709,0.36319,0.04264,5.00000,0.44287,0.58015,0.16679,0.03750,1.55048,6.25706,1.53061,0.86000,,
29.78879,-70.18719,25.53961,1.41194,55.90247,3.16898,99.97598,44.64758,0.00000,0.00000,0.00000,0.23492,0.42606,0.04469,5.00000,0.44119,0.58087,0.16852,0.07197,3.29275,3.81675,2.48045,0.85000,,
29.13731,-70.35629,25.50414,1.56373,56.06507,3.13238,99.49359,44.85214,0.00000,0.00000,0.00000,0.20456,0.48239,0.03547,5.00000,0.43945,0.58179,0.17357,0.09177,2.31248,0.66271,3.51465,0.84000,,
28.47728,-70.49531,25.47074,1.70393,56.23359,3.10470,98.97260,45.02457,0.00000,0.00000,0.00000,0.17242,0.52100,0.03340,5.00000,0.43772,0.58290,0.17347,0.11117,0.99020,3.05196,1.73234,0.83000,,
27.83414,-70.64158,25.40578,1.84179,56.41916,3.08949,98.47572,45.23580,0.00000,0.00000,0.00000,0.21124,0.49687,0.06496,5.00000,0.43593,0.58395,0.17830,0.10490,0.94646,1.78544,1.27994,0.82000,,
27.18828,-70.77059,25.31724,1.96377,56.57882,3.09159,97.95887,45.45335,0.00000,0.00000,0.00000,0.21755,0.51685,0.08854,5.00000,0.43410,0.58515,0.18384,0.12010,0.53880,12.81048,1.49476,0.81000,,
26.55166,-70.82629,25.22943,2.09141,57.04824,3.11691,97.37794,45.59686,0.00000,0.00000,0.00000,0.14351,0.58092,0.08781,5.00000,0.43233,0.58681,0.17639,0.16582,0.74511,11.58204,1.35321,0.80000,,
25.93258,-70.83731,25.13878,2.22877,57.65442,3.15719,96.76988,45.69853,0.00000,0.00000,0.00000,0.10167,0.60806,0.09065,5.00000,0.43063,0.58870,0.17009,0.18973,0.90657,4.29801,0.97704,0.79000,,
25.32174,-70.83033,25.05941,2.37065,58.15020,3.20267,96.15208,45.77092,0.00000,0.00000,0.00000,0.07238,0.61781,0.07936,5.00000,0.42898,0.59064,0.16481,0.19363,0.13674,4.75951,1.70388,0.78000,,
24.70959,-70.83778,25.01060,2.51402,58.69714,3.26780,95.54737,45.82718,0.00000,0.00000,0.00000,0.05626,0.60471,0.04882,5.00000,0.42738,0.59236,0.15994,0.17187,1.07714,2.01674,2.21149,0.77000,,
24.08995,-70.83049,24.97153,2.63174,59.22121,3.30714,94.92044,45.85896,0.00000,0.00000,0.00000,0.03178,0.62693,0.03907,5.00000,0.42579,0.59414,0.15903,0.17809,1.26583,2.03972,2.08886,0.76000,,
23.47778,-70.82085,24.92289,2.75576,59.78146,3.34876,94.29864,45.89797,0.00000,0.00000,0.00000,0.03901,0.62180,0.04865,5.00000,0.42419,0.59590,0.15998,0.17647,1.00119,1.61460,0.75278,0.75000,,
22.85166,-70.79282,24.87126,2.87030,60.00000,3.38184,93.64447,45.92155,0.00000,0.00000,0.00000,0.02359,0.65417,0.05162,5.00000,0.42256,0.59780,0.16332,0.19010,0.80233,1.12242,1.18168,0.74000,,
22.22546,-70.79790,24.79278,2.97571,60.00000,3.40733,93.02336,46.00513,0.00000,0.00000,0.00000,0.08357,0.62111,0.07849,5.00000,0.42083,0.59950,0.17299,0.16913,0.79440,2.75421,0.73802,0.73000,,
21.59295,-70.79311,24.70583,3.05659,60.00000,3.43526,92.38606,46.08728,0.00000,0.00000,0.00000,0.08215,0.63730,0.08694,5.00000,0.41907,0.60125,0.17644,0.17580,0.41610,3.21812,0.60839,0.72000,,
20.96960,-70.79243,24.60654,3.12389,60.00000,3.47329,91.76203,46.18589,0.00000,0.00000,0.00000,0.09861,0.62403,0.09930,5.00000,0.41728,0.60295,0.17807,0.16971,0.64282,3.03854,1.42265,0.71000,,
20.34637,-70.77704,24.55504,3.16556,60.00000,3.51500,91.12341,46.22199,0.00000,0.00000,0.00000,0.03610,0.63862,0.05149,5.00000,0.41562,0.60459,0.16634,0.16399,0.78647,5.58686,0.81271,0.70000,,
19.73633,-70.74051,24.51700,3.19658,60.00000,3.55079,90.47684,46.22351,0.00000,0.00000,0.00000,0.00152,0.64657,0.03805,5.00000,0.41403,0.60628,0.15880,0.16888,1.13711,5.10057,0.79000,0.69000,,
19.14203,-70.69913,24.47339,3.21608,60.00000,3.58517,89.84116,46.22573,0.00000,0.00000,0.00000,0.00222,0.63568,0.04360,5.00000,0.41247,0.60795,0.15633,0.16659,1.66004,2.75788,0.79547,0.68000,,
18.55536,-70.66255,24.43933,3.23950,60.00000,3.62069,89.21791,46.22322,0.00000,0.00000,0.00000,0.00251,0.62325,0.03407,5.00000,0.41094,0.60950,0.15309,0.15545,2.65740,2.59194,2.33681,0.67000,,
17.98668,-70.61746,24.40158,3.28556,60.00000,3.65228,88.60414,46.21588,0.00000,0.00000,0.00000,0.00734,0.61377,0.03775,5.00000,0.40945,0.61105,0.14920,0.15534,4.10590,2.92932,2.35524,0.66000,,
17.43407,-70.58002,24.37016,3.33263,60.00000,3.68025,88.01408,46.20985,0.00000,0.00000,0.00000,0.00603,0.59006,0.03142,5.00000,0.40800,0.61247,0.14471,0.14175,1.55523,2.73948,1.01963,0.65000,,
16.88505,-70.53262,24.32966,3.37169,60.00000,3.71323,87.41767,46.20296,0.00000,0.00000,0.00000,0.00689,0.59641,0.04050,5.00000,0.40654,0.61394,0.14553,0.14728,0.81116,2.55580,3.88527,0.64000,,
16.35801,-70.49409,24.28615,3.42189,60.00000,3.75777,86.85210,46.20795,0.00000,0.00000,0.00000,0.00498,0.56557,0.04351,5.00000,0.40513,0.61529,0.14174,0.13450,1.22988,2.37844,4.72293,0.63000,,
15.81846,-70.44543,24.23643,3.47465,60.00000,3.80916,86.26389,46.20901,0.00000,0.00000,0.00000,0.00106,0.58821,0.04972,5.00000,0.40367,0.61671,0.14593,0.14253,1.26980,3.89677,0.67242,0.62000,,
15.27718,-70.41315,24.18455,3.52849,60.00000,3.85316,85.69033,46.22860,0.00000,0.00000,0.00000,0.01959,0.57356,0.05188,5.00000,0.40218,0.61800,0.14860,0.12847,1.33743,2.22149,1.21819,0.61000,,
14.72356,-70.37188,24.11375,3.59180,60.00000,3.90026,85.09544,46.25813,0.00000,0.00000,0.00000,0.02953,0.59489,0.07079,5.00000,0.40062,0.61938,0.15584,0.13847,1.51715,3.44506,1.95919,0.60000,,
14.18649,-70.33804,24.04163,3.65746,60.00000,3.93488,84.52452,46.29640,0.00000,0.00000,0.00000,0.03828,0.57092,0.07212,5.00000,0.39910,0.62066,0.15285,0.12756,4.86343,2.92412,0.61443,0.59000,,
13.69738,-70.30772,23.96856,3.73420,60.00000,3.95929,84.00510,46.33916,0.00000,0.00000,0.00000,0.04276,0.51942,0.07308,5.00000,0.39768,0.62181,0.14127,0.11489,2.07134,1.93527,0.13198,0.58000,,
13.25923,-70.29142,23.90386,3.81391,60.00000,3.97663,83.55065,46.38756,0.00000,0.00000,0.00000,0.04840,0.45444,0.06470,5.00000,0.39641,0.62274,0.12750,0.09271,1.19511,2.08224,1.47635,0.57000,,
12.84081,-70.26986,23.85191,3.89581,60.00000,3.99556,83.11066,46.41795,0.00000,0.00000,0.00000,0.03039,0.43999,0.05195,5.00000,0.39522,0.62362,0.11915,0.08842,2.18616,2.17536,0.56121,0.56000,,
12.43675,-70.24582,23.83199,3.97671,60.00000,3.99890,82.68257,46.41383,0.00000,0.00000,0.00000,0.00412,0.42809,0.01992,5.00000,0.39414,0.62440,0.10785,0.07839,0.34936,1.60342,0.75380,0.55000,,
12.03372,-70.22366,23.82702,4.06406,60.00000,3.98725,82.25739,46.39664,0.00000,0.00000,0.00000,0.01718,0.42519,0.00497,5.00000,0.39309,0.62512,0.10439,0.07143,5.89972,1.88693,2.04744,0.54000,,
11.69304,-70.22462,23.81964,4.16333,60.00000,3.96655,81.91766,46.40498,0.00000,0.00000,0.00000,0.00834,0.33972,0.00738,5.00000,0.39219,0.62557,0.09075,0.04566,3.93315,2.09242,1.31745,0.53000,,
11.38522,-70.23131,23.77015,4.26911,60.00000,3.92634,81.61652,46.46115,0.00000,0.00000,0.00000,0.05617,0.30114,0.04949,5.00000,0.39126,0.62604,0.09265,0.04659,0.74016,1.20923,0.91269,0.52000,,
11.09823,-70.23560,23.69541,4.37131,60.00000,3.90149,81.33382,46.54019,0.00000,0.00000,0.00000,0.07904,0.28270,0.07475,5.00000,0.39033,0.62655,0.09303,0.05093,1.66732,1.19471,0.62077,0.51000,,
10.83269,-70.24155,23.62409,4.47269,60.00000,3.90005,81.07425,46.61747,0.00000,0.00000,0.00000,0.07727,0.25957,0.07132,5.00000,0.38946,0.62700,0.08682,0.04538,1.04414,0.51507,1.27327,0.50000,,
10.56224,-70.25117,23.54507,4.56900,60.00000,3.90167,80.81341,46.70610,0.00000,0.00000,0.00000,0.08863,0.26084,0.07902,5.00000,0.38856,0.62745,0.09030,0.04439,0.40264,1.15548,0.60041,0.49000,,
10.29796,-70.27281,23.47149,4.66475,60.00000,3.90471,80.57077,46.80132,0.00000,0.00000,0.00000,0.09522,0.24264,0.07358,5.00000,0.38767,0.62778,0.08847,0.03287,0.15995,1.34139,0.81570,0.48000,,
10.02537,-70.29916,23.39742,4.75509,60.00000,3.91367,80.32453,46.90174,0.00000,0.00000,0.00000,0.10042,0.24624,0.07407,5.00000,0.38676,0.62807,0.09123,0.02972,0.48113,0.63765,0.68073,0.47000,,
9.75792,-70.32803,23.33505,4.84576,60.00000,3.92422,80.08595,46.99297,0.00000,0.00000,0.00000,0.09123,0.23859,0.06237,0.00000,0.38589,0.62831,0.08739,0.02365,3.61174,0.96581,1.97697,0.46000,,
9.46034,-70.35250,23.27207,4.92261,60.00000,3.93383,79.81284,47.08043,0.00000,0.00000,0.00000,0.08746,0.27311,0.06298,0.00000,0.38494,0.62860,0.09515,0.02928,0.23220,0.55200,0.49789,0.45000,,
9.13661,-70.37226,23.21150,4.99551,60.00000,3.94089,79.50887,47.16076,0.00000,0.00000,0.00000,0.08033,0.30396,0.06057,0.00000,0.38392,0.62894,0.10116,0.03372,1.87448,0.49322,0.67940,0.44000,,
8.77240,-70.38069,23.14875,5.07670,60.00000,3.96016,79.15309,47.23194,0.00000,0.00000,0.00000,0.07118,0.35578,0.06275,0.00000,0.38281,0.62939,0.11150,0.04512,2.35296,1.11291,0.72522,0.43000,,
8.39092,-70.39898,23.08698,5.15980,60.00000,3.98351,78.78990,47.31200,0.00000,0.00000,0.00000,0.08006,0.36319,0.06177,0.00000,0.38164,0.62977,0.11672,0.03792,1.39080,0.34655,0.88907,0.42000,,
8.00585,-70.41289,23.02500,5.24373,60.00000,3.99930,78.41874,47.38789,0.00000,0.00000,0.00000,0.07589,0.37116,0.06198,0.00000,0.38047,0.63017,0.11747,0.03979,1.22152,0.34406,0.20220,0.41000,,
7.61790,-70.41748,22.96528,5.33399,60.00000,4.02140,78.03539,47.45220,0.00000,0.00000,0.00000,0.06432,0.38335,0.05972,0.00000,0.37930,0.63061,0.11703,0.04452,1.21221,0.27126,0.34889,0.40000,,
7.23267,-70.40474,22.91276,5.42545,60.00000,4.05108,77.63741,47.49197,0.00000,0.00000,0.00000,0.03977,0.39798,0.05252,0.00000,0.37816,0.63115,0.11328,0.05335,1.37276,0.12406,0.71763,0.39000,,
6.84880,-70.39467,22.86651,5.52237,60.00000,4.08514,77.24347,47.52816,0.00000,0.00000,0.00000,0.03619,0.39394,0.04625,0.00000,0.37705,0.63163,0.11174,0.04816,4.05055,0.62708,0.42158,0.38000,,
6.48775,-70.37325,22.82399,5.60618,60.00000,4.12220,76.86100,47.54926,0.00000,0.00000,0.00000,0.02110,0.38247,0.04252,0.00000,0.37601,0.63215,0.10396,0.05215,1.29029,1.98525,0.52981,0.37000,,
6.17771,-70.36389,22.78445,5.67827,60.00000,4.16266,76.54160,47.57944,0.00000,0.00000,0.00000,0.03018,0.31940,0.03954,0.00000,0.37510,0.63253,0.09079,0.03785,4.66526,1.73013,0.29873,0.36000,,
5.87293,-70.35426,22.77440,5.74552,60.00000,4.20330,76.22719,47.57986,0.00000,0.00000,0.00000,0.00041,0.31441,0.01005,0.00000,0.37427,0.63282,0.08243,0.02964,1.07531,0.42016,0.37553,0.35000,,
5.57993,-70.34160,22.77628,5.80922,60.00000,4.24233,75.92152,47.56532,0.00000,0.00000,0.00000,0.01453,0.30566,0.00188,0.00000,0.37351,0.63310,0.07627,0.02723,1.81644,0.40810,0.40254,0.34000,,
5.31935,-70.31173,22.77881,5.84566,60.00000,4.27507,75.63107,47.53292,0.00000,0.00000,0.00000,0.03240,0.29045,0.00253,0.00000,0.37285,0.63346,0.06612,0.03657,2.93868,0.22403,0.66962,0.33000,,
5.06854,-70.28191,22.78539,5.87033,60.00000,4.30803,75.35046,47.49652,0.00000,0.00000,0.00000,0.03640,0.28062,0.00658,0.00000,0.37222,0.63381,0.06259,0.03427,0.81586,0.51712,0.16240,0.32000,,
4.82773,-70.25079,22.78935,5.89234,60.00000,4.34018,75.07853,47.46144,0.00000,0.00000,0.00000,0.03508,0.27193,0.00396,0.00000,0.37162,0.63415,0.06047,0.03459,1.42029,0.20333,0.44983,0.31000,,
4.60310,-70.22295,22.79137,5.92697,60.00000,4.37800,74.82605,47.43158,0.00000,0.00000,0.00000,0.02986,0.25248,0.00202,0.00000,0.37105,0.63446,0.05693,0.03122,1.95970,0.23659,0.47598,0.30000,,
4.37606,-70.19331,22.78971,5.97607,60.00000,4.41757,74.56937,47.40360,0.00000,0.00000,0.00000,0.02798,0.25668,0.00167,0.00000,0.37047,0.63479,0.05830,0.03296,2.35344,1.21751,0.10286,0.29000,,
4.11065,-70.15939,22.79733,6.05141,60.00000,4.45002,74.27003,47.36206,0.00000,0.00000,0.00000,0.04154,0.29933,0.00762,0.00000,0.36981,0.63514,0.06596,0.03500,1.82617,0.79345,1.04785,0.28000,,
3.81192,-70.12870,22.79794,6.14725,60.00000,4.45742,73.94062,47.33076,0.00000,0.00000,0.00000,0.03130,0.32941,0.00061,0.00000,0.36904,0.63549,0.07678,0.03498,1.17374,0.15800,0.64450,0.27000,,
3.50667,-70.11001,22.78973,6.22641,60.00000,4.45526,73.61668,47.32027,0.00000,0.00000,0.00000,0.01049,0.32394,0.00821,0.00000,0.36822,0.63577,0.08164,0.02773,0.05404,0.48014,0.51292,0.26000,,
3.21926,-70.09136,22.77699,6.31334,60.00000,4.44285,73.31062,47.31437,0.00000,0.00000,0.00000,0.00590,0.30605,0.01274,0.00000,0.36744,0.63604,0.07799,0.02711,0.32254,0.45924,0.16296,0.25000,,
2.95021,-70.09150,22.75776,6.36787,60.00000,4.42352,73.04171,47.33374,0.00000,0.00000,0.00000,0.01936,0.26891,0.01923,0.00000,0.36668,0.63618,0.07623,0.01367,1.82794,1.49951,0.30556,0.24000,,
2.67282,-70.10429,22.74278,6.38437,60.00000,4.41493,72.77711,47.36151,0.00000,0.00000,0.00000,0.02777,0.26460,0.01498,0.00000,0.36590,0.63621,0.07852,0.00303,0.59652,0.93290,0.47608,0.23000,,
2.42686,-70.13069,22.73070,6.38718,60.00000,4.41096,72.55755,47.39999,0.00000,0.00000,0.00000,0.03848,0.21957,0.01208,0.00000,0.36519,0.63612,0.07062,0.00911,0.61436,0.23319,0.24934,0.22000,,
2.19100,-70.16300,22.72260,6.39457,60.00000,4.40504,72.35400,47.44040,0.00000,0.00000,0.00000,0.04041,0.20354,0.00810,0.00000,0.36452,0.63597,0.06748,0.01521,0.12261,0.60106,0.38379,0.21000,,
1.94366,-70.19759,22.72269,6.40464,60.00000,4.39308,72.14125,47.47491,0.00000,0.00000,0.00000,0.03451,0.21275,0.00009,0.00000,0.36383,0.63577,0.06880,0.01915,1.21387,0.18893,0.20005,0.20000,,
1.68063,-70.22164,22.72101,6.45039,60.00000,4.38546,71.90227,47.50063,0.00000,0.00000,0.00000,0.02573,0.23898,0.00168,0.00000,0.36310,0.63566,0.07253,0.01156,0.65596,0.36266,0.24353,0.19000,,
1.44931,-70.24377,22.69948,6.46794,60.00000,4.36896,71.69308,47.54429,0.00000,0.00000,0.00000,0.04366,0.20919,0.02153,0.00000,0.36242,0.63559,0.06863,0.00677,0.52911,0.80001,0.08008,0.18000,,
1.18284,-70.28130,22.66237,6.50056,60.00000,4.35608,71.46415,47.61893,0.00000,0.00000,0.00000,0.07464,0.22893,0.03711,0.00000,0.36159,0.63545,0.08298,0.01426,0.79527,0.14084,0.97285,0.17000,,
0.89401,-70.32474,22.62925,6.55582,60.00000,4.34201,71.21874,47.69549,0.00000,0.00000,0.00000,0.07655,0.24541,0.03312,0.00000,0.36070,0.63525,0.08849,0.02003,0.29063,0.56599,0.99646,0.16000,,
0.61787,-70.37044,22.60002,6.61432,60.00000,4.34038,70.98831,47.77042,0.00000,0.00000,0.00000,0.07493,0.23043,0.02923,0.00000,0.35986,0.63501,0.08437,0.02360,0.96675,0.26128,0.85630,0.15000,,
0.32969,-70.41718,22.59695,6.69502,60.00000,4.36189,70.74688,47.82023,0.00000,0.00000,0.00000,0.04981,0.24143,0.00307,0.00000,0.35904,0.63470,0.08145,0.03133,0.92394,1.53604,0.83736,0.14000,,
0.05571,-70.47868,22.60933,6.76292,60.00000,4.39232,70.53439,47.86935,0.00000,0.00000,0.00000,0.04912,0.21249,0.01238,0.00000,0.35829,0.63423,0.07521,0.04650,0.89768,1.16930,0.26295,0.13000,,
-0.22503,-70.55582,22.61358,6.83055,60.00000,4.42943,70.33080,47.94224,0.00000,0.00000,0.00000,0.07289,0.20360,0.00425,0.00000,0.35749,0.63367,0.08020,0.05670,0.87106,0.84085,0.17418,0.12000,,
-0.49063,-70.60873,22.61463,6.88670,60.00000,4.46454,70.11810,47.99410,0.00000,0.00000,0.00000,0.05186,0.21270,0.00104,0.00000,0.35674,0.63327,0.07493,0.03933,0.84974,0.46361,0.04999,0.11000,,
-0.76382,-70.64153,22.58269,6.94223,60.00000,4.46817,69.87771,48.05884,0.00000,0.00000,0.00000,0.06474,0.24039,0.03194,0.00000,0.35591,0.63309,0.08312,0.01796,3.36279,1.63437,0.40405,0.10000,,
-1.00123,-70.69092,22.52807,6.97282,60.00000,4.46487,69.68969,48.16284,0.00000,0.00000,0.00000,0.10400,0.18802,0.05461,0.00000,0.35511,0.63284,0.08031,0.02501,1.14353,0.29483,0.15935,0.09000,,
-1.21851,-70.74377,22.47074,7.00263,60.00000,4.47148,69.52526,48.27304,0.00000,0.00000,0.00000,0.11020,0.16443,0.05734,0.00000,0.35435,0.63257,0.07585,0.02726,1.31052,0.53117,0.15570,0.08000,,
-1.42608,-70.81326,22.41187,7.02531,60.00000,4.47430,69.38718,48.40139,0.00000,0.00000,0.00000,0.12835,0.13808,0.05886,0.00000,0.35360,0.63218,0.07496,0.03929,0.80017,0.88929,0.41218,0.07000,,
-1.63285,-70.90721,22.38543,7.05407,60.00000,4.51316,69.27436,48.52178,0.00000,0.00000,0.00000,0.12039,0.11282,0.02644,0.00000,0.35291,0.63153,0.06900,0.06498,0.69002,0.72702,0.32819,0.06000,,
-1.84071,-71.02306,22.37789,7.07855,60.00000,4.55452,69.18235,48.64518,0.00000,0.00000,0.00000,0.12339,0.09201,0.00754,0.00000,0.35224,0.63067,0.06651,0.08572,0.75813,1.27907,0.28449,0.05000,,
-2.04855,-71.13293,22.36574,7.10294,60.00000,4.58913,69.08439,48.76720,0.00000,0.00000,0.00000,0.12202,0.09796,0.01215,0.00000,0.35157,0.62986,0.06706,0.08087,0.58485,0.26693,0.61775,0.04000,,
-2.25674,-71.23363,22.35377,7.12651,60.00000,4.62100,68.97690,48.87987,0.00000,0.00000,0.00000,0.11267,0.10749,0.01197,0.00000,0.35091,0.62911,0.06633,0.07483,3.10440,3.62049,1.05889,0.03000,,
-2.44195,-71.29088,22.32504,7.15187,60.00000,4.64827,68.84893,48.96584,0.00000,0.00000,0.00000,0.08597,0.12797,0.02873,0.00000,0.35030,0.62872,0.06071,0.03946,1.82807,3.59322,1.33317,0.02000,,
-2.61029,-71.33939,22.28558,7.17619,60.00000,4.67408,68.72910,49.05380,0.00000,0.00000,0.00000,0.08796,0.11983,0.03946,0.00000,0.34972,0.62841,0.05807,0.03057,0.98747,2.41112,0.99083,0.01000,,
-2.78151,-71.36927,22.24635,7.20231,60.00000,4.69821,68.58776,49.12292,0.00000,0.00000,0.00000,0.06912,0.14133,0.03924,0.00000,0.34915,0.62824,0.05731,0.01760,0.86947,1.09121,0.40248,0.00000,,
-2.95157,-71.38582,22.20908,7.23480,60.00000,4.72745,68.43425,49.17674,0.00000,0.00000,0.00000,0.05382,0.15351,0.03727,0.00000,0.34859,0.62815,0.05547,0.00873,0.66348,2.12241,0.54779,0.01000,,
-3.13228,-71.42796,22.17785,7.26546,60.00000,4.75674,68.29568,49.25011,0.00000,0.00000,0.00000,0.07337,0.13857,0.03123,0.00000,0.34800,0.62786,0.05887,0.02931,0.95635,0.24967,0.24630,0.02000,,
-3.31645,-71.46899,22.15319,7.29978,60.00000,4.78719,68.15253,49.31580,0.00000,0.00000,0.00000,0.06568,0.14315,0.02466,0.00000,0.34742,0.62755,0.05813,0.03052,0.60874,0.55183,0.29874,0.03000,,
-3.50203,-71.50640,22.13888,7.33714,60.00000,4.81304,68.00437,49.36752,0.00000,0.00000,0.00000,0.05173,0.14816,0.01431,0.00000,0.34687,0.62724,0.05574,0.03076,0.76488,1.88142,0.27015,0.04000,,
-3.68524,-71.51174,22.13765,7.37890,60.00000,4.83350,67.82651,49.37410,0.00000,0.00000,0.00000,0.00657,0.17786,0.00123,0.00000,0.34637,0.62714,0.04948,0.01088,1.29375,0.68783,0.68346,0.05000,,
-3.85719,-71.50641,22.13716,7.41612,60.00000,4.85045,67.64922,49.36926,0.00000,0.00000,0.00000,0.00484,0.17729,0.00049,0.00000,0.34592,0.62710,0.04547,0.00322,1.01795,0.61744,0.37266,0.06000,,
-4.01542,-71.48270,22.13718,7.45209,60.00000,4.86967,67.46729,49.34552,0.00000,0.00000,0.00000,0.02373,0.18193,0.00002,0.00000,0.34551,0.62721,0.04025,0.01022,0.86706,2.20813,0.55941,0.07000,,
-4.15467,-71.47159,22.12247,7.49464,60.00000,4.87657,67.31692,49.34911,0.00000,0.00000,0.00000,0.00359,0.15037,0.01471,0.00000,0.34512,0.62726,0.03968,0.00513,1.54180,1.42142,0.95432,0.08000,,
