0.357321,0.896253,0.0592778,-0.335005,-0.321817,0.148961,-276.769,186.091,-222.022,
0.35752,0.89188,0.0605495,-0.327612,-0.306105,0.136928,-276.002,186.083,-222.327,
0.359673,0.894002,0.0594067,0.036755,-0.131758,0.0678059,-276.795,186.121,-222.029,
0.36489,0.893946,0.0600772,0.362473,-0.0706857,0.0211928,-275.981,186.056,-222.32,
0.365794,0.894272,0.0607164,0.457581,-0.0549473,-0.00893846,-276.81,186.145,-222.036,
0.365834,0.899711,0.060458,0.481469,-0.00953798,-0.0254803,-275.97,186.034,-222.312,
0.365865,0.900169,0.0610675,0.159229,-0.00854819,-0.0173976,-276.818,186.165,-222.044,
0.365827,0.89975,0.0604895,0.154824,0.020997,-0.0250116,-275.967,186.016,-222.304,
0.36377,0.895522,0.0608032,-0.0309301,-0.0071714,-0.0178548,-276.818,186.181,-222.053,
0.364467,0.888342,0.0604989,0.138295,0.340599,0.00461221,-275.97,186.002,-222.294,
0.363908,0.888474,0.0607935,0.181776,0.570047,0.0208017,-276.811,186.193,-222.062,
0.363522,0.892801,0.0554318,0.491116,0.587039,0.0131037,-275.979,185.992,-222.285,
0.363895,0.893285,0.0554845,0.55341,0.570964,0.0203049,-276.8,186.201,-222.072,
0.363418,0.899785,0.0553248,0.494473,0.491309,0.0135851,-267.142,194.501,-222.276,
0.362762,0.898479,0.055465,0.0248998,-0.0712953,-0.089581,-267.141,195.485,-222.081,
0.361825,0.897308,0.0563352,-0.30803,-0.23674,-0.148962,-267.121,194.533,-222.267,
0.362172,0.893854,0.0569956,-0.234829,-0.22338,-0.13817,-267.159,195.452,-222.09,
0.361841,0.892419,0.056981,-0.303753,-0.236261,-0.148271,-267.104,194.566,-222.258,
0.361282,0.893765,0.0573973,0.00172634,0.556665,-0.12425,-267.175,195.418,-222.099,
0.360785,0.896007,0.0574324,0.159561,0.468827,-0.0368957,-267.09,194.601,-222.249,
0.361136,0.897497,0.0600194,0.293664,0.400522,0.014991,-267.187,195.383,-222.107,
0.361853,0.895985,0.0637404,0.272517,0.41435,0.0110859,-267.079,194.635,-222.241,
0.362263,0.896694,0.0637792,0.33622,0.107524,0.124303,-267.197,195.349,-222.116,
0.362225,0.891412,0.0637466,0.35057,0.148523,0.123133,-267.071,194.669,-222.233,
0.362623,0.889417,0.0698426,0.673425,0.299622,0.087523,-267.204,195.315,-222.123,
0.358863,0.888428,0.0703652,0.773004,1.14793,0.0836731,-253.789,181.93,-251.105,
0.358913,0.891324,0.0698634,1.05358,1.37337,0.240296,-252.743,181.365,-253.599,
0.35887,0.890664,0.0703442,1.06119,1.37084,0.250985,-253.728,181.908,-251.221,
0.359198,0.892662,0.0711099,1.05277,1.37384,0.240576,-252.802,181.388,-253.484,
0.366255,0.890848,0.0704332,1.09107,1.13699,0.214215,-253.671,181.885,-251.335,
0.368289,0.891086,0.0675829,1.25174,0.784306,0.15008,-252.857,181.41,-253.372,
0.369333,0.890889,0.0669939,1.36936,0.770043,0.128923,-253.617,181.863,-251.445,
0.369915,0.891281,0.0638969,1.46464,0.864383,0.147729,-252.91,181.432,-253.264,
0.369366,0.89118,0.0641074,1.48876,0.85768,0.160322,-253.566,181.841,-251.551,
0.369882,0.891249,0.0639103,1.465,0.864487,0.148252,-252.958,181.453,-253.161,
0.369398,0.891209,0.0640945,1.48835,0.857611,0.159798,-253.52,181.82,-251.651,
0.369851,0.891222,0.0639228,1.46547,0.864524,0.148774,-253.003,181.474,-253.063,
0.369428,0.891234,0.0640824,1.48783,0.857603,0.159279,-253.477,181.8,-251.745,
0.369822,0.891199,0.0639344,1.46603,0.864505,0.149288,-253.044,181.494,-252.972,
0.364378,0.894173,0.0605114,1.77903,0.857646,0.297371,-253.437,181.781,-251.833,
0.364263,0.897161,0.0521881,2.14932,0.455937,0.30081,-272.996,186.834,-245.668,
0.368818,0.897254,0.0519015,2.17705,0.295901,0.275585,-275.101,187.562,-244.047,
0.373528,0.897145,0.0525296,1.8877,0.290445,0.189325,-273.114,186.874,-245.559,
0.380325,0.893241,0.052292,1.69294,0.140787,0.0853855,-274.985,187.522,-244.153,
0.384452,0.892746,0.0505377,1.67299,0.161773,-0.198888,-273.227,186.913,-245.457,
0.38436,0.893235,0.050138,1.69219,0.141777,-0.224621,-274.876,187.485,-244.25,
0.384439,0.898589,0.0435766,1.67375,0.0878457,-0.48458,-273.334,186.949,-245.363,
0.384372,0.899585,0.0425875,1.69142,0.0632594,-0.533424,-274.772,187.45,-244.34,
0.381977,0.898624,0.0435305,1.15659,-0.540762,-0.793342,-273.433,186.983,-245.277,
0.378677,0.895814,0.0412326,0.739697,-0.174092,-0.88679,-274.676,187.417,-244.423,
0.371238,0.893948,0.0419593,0.500446,-0.0597925,-0.86458,-271.313,183.822,-247.605,
0.363489,0.895063,0.042555,0.09851,-0.168362,-0.887236,-272.176,183.907,-247.12,
0.357257,0.894114,0.0434955,-0.16962,-0.0508518,-0.82049,-271.39,183.837,-247.545,
0.346075,0.898701,0.0475736,-0.427936,-0.176091,-0.715743,-272.103,183.892,-247.177,
0.344947,0.900318,0.049836,-0.447994,-0.328752,-0.619424,-271.459,183.851,-247.491,
0.344719,0.903248,0.0521152,-0.406966,-0.571853,-0.665753,-272.038,183.88,-247.227,
0.343443,0.90265,0.0542131,-0.28464,-0.573345,-0.446457,-271.521,183.863,-247.445,
0.340778,0.897029,0.0560001,-0.0233204,-0.661937,-0.39995,-271.979,183.869,-247.27,
0.340149,0.891799,0.060064,0.328537,0.0411836,0.0329108,-271.576,183.873,-247.404,
0.340753,0.892456,0.059187,0.621098,0.741222,0.294149,-271.927,183.86,-247.308,
0.338657,0.892655,0.0598902,0.608616,1.10273,0.435234,-271.625,183.881,-247.369,
0.339074,0.895059,0.0564891,0.576562,1.04875,0.488591,-271.881,183.853,-247.34,
0.34282,0.89507,0.0565663,0.46684,0.711979,0.520296,-265.03,182.823,-235.307,
0.345437,0.896644,0.0560848,0.465028,0.135403,0.491192,-264.608,182.687,-234.255,
0.346584,0.898879,0.0569924,0.466666,-0.0528029,0.554281,-265.039,182.824,-235.231,
0.351863,0.900174,0.0566324,0.465193,-0.355219,0.53331,-264.601,182.687,-234.327,
0.357244,0.898984,0.0547397,0.444626,-0.334913,0.537584,-265.043,182.823,-235.161,
0.366648,0.896806,0.0538993,0.259127,-0.228555,0.417285,-264.599,182.688,-234.394,
0.369908,0.895927,0.0532084,0.238386,0.177043,0.322227,-265.044,182.822,-235.097,
0.381053,0.891952,0.052437,0.374636,0.18763,0.227176,-264.6,182.689,-234.456,
0.385552,0.890954,0.0509824,0.512633,0.0738256,-0.0368567,-265.041,182.82,-235.039,
0.387719,0.891301,0.0500312,0.751799,-0.0175261,-0.211508,-264.604,182.692,-234.511,
0.388395,0.890558,0.0504936,0.752329,-0.0307638,-0.198185,-265.035,182.817,-234.986,
0.387749,0.891251,0.0500713,0.751524,-0.0167968,-0.209874,-264.611,182.694,-234.562,
0.383989,0.889731,0.0510389,0.336779,0.143695,-0.16325,-265.028,182.814,-234.938,
0.379683,0.890251,0.0507436,0.130459,0.334957,-0.132214,-262.407,179.505,-246.64,
0.373781,0.891581,0.0510068,0.152393,0.318901,-0.110116,-262.607,179.331,-248.008,
0.372594,0.892183,0.050774,0.13132,0.335215,-0.11505,-262.408,179.495,-246.73,
0.372845,0.893494,0.0523204,0.151526,0.296843,-0.0674669,-262.606,179.341,-247.92,
0.355009,0.894174,0.0567569,-0.371145,-0.0313849,0.0503938,-262.41,179.485,-246.815,
0.351563,0.893543,0.0581892,-0.492619,-0.0768554,0.124589,-262.603,179.351,-247.838,
0.346265,0.894943,0.0582253,-0.475755,0.361123,0.14501,-262.413,179.476,-246.894,
0.345647,0.894479,0.0585394,-0.491757,0.353816,0.147593,-262.6,179.359,-247.763,
0.341808,0.894961,0.0582564,-0.0753956,0.835466,0.430368,-262.417,179.468,-246.966,
0.340836,0.899075,0.0585099,0.0702534,0.870324,0.63186,-262.596,179.367,-247.694,
0.341767,0.899821,0.0588679,0.0606209,0.837587,0.623075,-262.421,179.46,-247.032,
0.342512,0.89767,0.0591194,0.0698874,0.955798,0.594263,-262.591,179.375,-247.631,
0.343623,0.894211,0.0580199,0.133937,1.02251,0.584389,-262.426,179.453,-247.091,
0.344671,0.892631,0.0581397,0.258421,1.33411,0.687949,-262.585,192.154,-233.135,
0.350932,0.892918,0.0580406,0.385152,1.33437,0.703389,-262.432,193.364,-231.411,
0.354353,0.892647,0.0544439,0.401282,1.26786,0.827243,-262.58,192.214,-233.023,
0.355516,0.893602,0.0506678,0.298385,1.26338,0.977729,-262.438,193.304,-231.519,
0.354718,0.89506,0.0482725,0.26137,1.47134,1.1533,-262.574,192.273,-232.918,
0.353136,0.896713,0.0450373,0.0249368,1.48666,1.18366,-262.443,193.247,-231.62,
0.352219,0.898175,0.0448288,-0.255493,1.47154,1.27155,-262.568,192.329,-232.821,
0.356935,0.899239,0.0378552,-0.546773,1.18734,1.32392,-262.449,193.192,-231.714,
0.358102,0.898612,0.0366035,-0.944885,0.598821,1.35507,-262.563,192.383,-232.731,
0.359673,0.899129,0.0371996,-1.12899,0.0279288,1.40087,-262.455,193.14,-231.799,
0.366576,0.89673,0.0370883,-1.13552,-0.247378,1.35785,-262.557,192.433,-232.649,
0.373953,0.897047,0.0392654,-1.21006,-0.301058,1.2158,-262.46,193.092,-231.877,
0.378176,0.897702,0.0391765,-1.26595,-0.384519,1.18364,-262.552,192.48,-232.575,
0.379764,0.899605,0.0434253,-1.44119,-0.453204,1.02479,-269.103,179.209,-239.168,
0.379057,0.899455,0.0466527,-1.62431,-0.479125,0.978328,-269.78,177.446,-240.375,
0.379715,0.899577,0.0470492,-1.63221,-0.454355,1.02264,-269.136,179.109,-239.262,
0.377645,0.894755,0.050286,-1.88011,-0.200781,0.980465,-269.747,177.544,-240.285,
0.37592,0.892184,0.0552948,-2.20172,0.0508033,0.867334,-269.169,179.013,-239.348,
0.370661,0.891582,0.0550223,-2.19959,0.0240807,0.77186,-269.715,177.637,-240.203,
0.370496,0.891055,0.0552825,-2.19415,-0.14756,0.860712,-269.2,178.923,-239.427,
0.366165,0.89127,0.0627961,-2.11895,-0.2548,0.953322,-269.685,177.725,-240.128,
0.364494,0.891867,0.0681045,-2.05604,-0.221288,1.00156,-269.229,178.838,-239.497,
0.364642,0.892164,0.0676101,-2.05531,-0.252927,0.956057,-269.656,177.806,-240.061,
0.363144,0.893852,0.0698294,-2.04127,-0.0772256,0.969705,-269.257,178.76,-239.561,
0.359919,0.894616,0.0695431,-1.66755,-0.223475,0.926867,-269.629,177.881,-240.001,
0.358696,0.894181,0.0710375,-1.5992,-0.221417,0.967049,-269.283,178.688,-239.618,
0.358961,0.895014,0.0721793,-1.60455,-0.368853,1.08993,-282.88,180.079,-235.135,
0.358698,0.893762,0.0753431,-1.5474,-0.475695,1.1613,-283.774,180.942,-234.423,
0.359484,0.890549,0.0753749,-1.56415,-0.786036,1.17524,-282.913,180.15,-235.068,
0.359623,0.88937,0.0745812,-1.38743,-1.1897,1.22926,-283.74,180.874,-234.486,
0.364533,0.888373,0.0733256,-1.08967,-1.19258,1.22273,-282.947,180.216,-235.007,
0.364713,0.887736,0.0732401,-1.05411,-1.1901,1.26606,-283.706,180.811,-234.544,
0.364549,0.888346,0.0733257,-1.08786,-1.19221,1.22573,-282.981,180.275,-234.953,
0.364698,0.887763,0.0732404,-1.05589,-1.19045,1.26317,-283.672,180.755,-234.595,
0.368006,0.892755,0.0712242,-0.487943,-0.506181,1.44735,-283.015,180.328,-234.905,
0.368553,0.892622,0.067684,-0.325587,-0.443595,1.49895,-283.639,180.705,-234.64,
0.372713,0.887729,0.0676533,-0.39629,-0.451918,1.31955,-283.047,180.375,-234.863,
0.379089,0.885352,0.0686139,-0.00843006,-0.325452,1.3525,-283.607,180.661,-234.679,
0.379329,0.885729,0.069608,0.445924,0.0387247,1.32225,-283.079,180.417,-234.826,
0.379578,0.885372,0.069632,0.521832,0.12465,1.34992,-283.576,180.622,-234.713,
0.37935,0.892654,0.0696111,0.712825,0.357058,1.30283,-254.344,190.033,-222.761,
0.377866,0.896577,0.0696291,0.752722,0.461867,1.30184,-252.204,191.026,-221.631,
0.375774,0.896607,0.0680382,0.662392,0.618173,1.16441,-254.25,190.105,-222.683,
0.368463,0.891096,0.0652835,0.681769,0.748978,1.17254,-252.298,190.956,-221.706,
0.365901,0.888583,0.0635968,0.596022,0.626109,1.1878,-254.156,190.172,-222.611,
0.364698,0.886108,0.0635598,0.705643,0.580776,1.32628,-252.39,190.892,-221.776,
0.363969,0.885021,0.0630715,0.786157,0.28366,1.38334,-254.066,190.233,-222.544,
0.366345,0.88545,0.0629878,1.05735,0.367485,1.44683,-252.48,190.834,-221.84,
0.368308,0.886208,0.0672123,1.32644,0.551904,1.58705,-253.978,190.289,-222.482,
0.36898,0.886702,0.0675052,1.41066,0.648185,1.5894,-252.565,190.781,-221.898,
0.370162,0.8881,0.0696782,1.77703,1.44823,1.59533,-253.894,190.339,-222.427,
0.37867,0.886845,0.0701613,1.94115,2.04942,1.58915,-257.072,184.347,-226.764,
0.378961,0.886389,0.069703,2.1024,2.35067,1.57365,-258.637,183.425,-227.621,
0.378973,0.887124,0.0701368,2.2206,2.49486,1.57244,-257.168,184.277,-226.832,
0.378975,0.886429,0.0692018,2.22672,2.35981,1.4868,-258.544,183.492,-227.556,
0.377617,0.889011,0.0641722,2.2237,1.85136,1.56397,-257.259,184.213,-226.895,
0.377525,0.888565,0.0633723,2.10716,1.67687,1.58237,-258.456,183.554,-227.497,
0.3776,0.893767,0.0641293,2.21583,1.84037,1.57151,-257.343,184.155,-226.951,
0.377366,0.894391,0.0634144,2.12205,2.0085,1.58273,-258.375,183.609,-227.443,
0.374827,0.89463,0.0621039,2.22375,2.77065,1.50557,-257.421,184.102,-227.002,
0.370845,0.894654,0.0518971,2.12979,2.66368,1.46035,-258.3,183.66,-227.395,
0.367058,0.892697,0.0489008,1.93183,2.54335,1.40572,-257.493,184.054,-227.048,
0.366845,0.883575,0.0469734,1.65914,1.87163,1.39093,-258.231,183.705,-227.352,
0.36768,0.879331,0.0469752,1.7337,1.87157,1.37429,-257.559,184.011,-227.088,
0.367972,0.87967,0.0469829,2.10315,1.5812,1.53632,-251.53,182.68,-234.534,
0.370852,0.884419,0.0491257,2.438,1.47945,1.57026,-250.386,182.814,-234.991,
0.370977,0.885192,0.0493436,2.36512,1.45052,1.57614,-251.445,182.711,-234.532,
